Sample.ID,Date.Collected,Region,Population,MaterNAl_Family,Individual,GCLab,GCLad,SDab,SDad,SAIab,SAIad,BLOCK.POS,Family.Unique,Family.NonUnique,Block.ID
MAN-LCI.9.9,7/28/2016,GL Alvar,MAN-LCI,9,9,31.666667,29,247.3958333,117.1875,5.875651103,3.3984375,9-H6,MAN-LCI_9,9,9
CAR-NBA.12.5,7/20/2016,GL Alvar,CAR-NBA,12,5,NA,29,NA,169.2708333,NA,4.908854166,5-M8,CAR-NBA_12,12,5
SD-PMG.1,7/10/2016,Prairie,SD-PMG,1,NA,NA,29,NA,182.2916667,NA,5.286458334,1-N7,SD-PMG_NA,NA,1
SD-MUD.6.12,7/8/2016,Prairie,SD-MUD,6,12,26.333333,29.333333,169.2708333,78.125,3.343098915,2.291666641,12-G2,SD-MUD_6,6,12
MAN-LCI.11.5,7/27/2016,GL Alvar,MAN-LCI,11,5,26.666667,29.333333,208.3333333,104.1666667,4.166666718,3.055555522,5-H5,MAN-LCI_11,11,5
WA-BLK.7,7/12/2016,Prairie,WA-BLK,7,NA,27,29.333333,156.25,91.14583333,3.1640625,2.673611081,7-I11,WA-BLK_NA,NA,7
MB-CRN.17.6,7/28/2016,M Alvar,MB-CRN,17,6,27.333333,29.333333,247.3958333,156.25,5.071614521,4.583333281,6-B10,MB-CRN_17,17,6
MI-DRI.25.1,7/29/2016,GL Alvar,MI-DRI,25,1,29,29.333333,156.25,143.2291667,3.3984375,4.201388842,1-M5,MI-DRI_25,25,1
NAP-CE.24.2,7/29/2016,GL Alvar,NAP-CE,24,2,29,29.333333,234.375,182.2916667,5.09765625,5.347222162,2-L12,NAP-CE_24,24,2
MB-CRN.29.5,7/6/2016,M Alvar,MB-CRN,29,5,29.666667,29.333333,143.2291667,156.25,3.186848995,4.583333281,5-M16,MB-CRN_29,29,5
MI-DRI.24.3,7/29/2016,GL Alvar,MI-DRI,24,3,30.333333,29.333333,208.3333333,169.2708333,4.73958328,4.96527772,3-M11,MI-DRI_24,24,3
MI-DRI.24.4,7/29/2016,GL Alvar,MI-DRI,24,4,30.333333,29.333333,260.4166667,182.2916667,5.924479102,5.347222162,4-E6,MI-DRI_24,24,4
SD-MUD.6.3,7/8/2016,Prairie,SD-MUD,6,3,30.333333,29.333333,169.2708333,91.14583333,3.850911415,2.673611081,3-L10,SD-MUD_6,6,3
ND-BSP.33.1,7/30/2016,Prairie,ND-BSP,33,1,31,29.333333,182.2916667,130.2083333,4.238281251,3.8194444,1-B10,ND-BSP_33,33,1
SD-MUD.10.3,7/30/2016,Prairie,SD-MUD,10,3,31,29.333333,182.2916667,156.25,4.238281251,4.583333281,3-L8,SD-MUD_10,10,3
SD-PMG.18,7/10/2016,Prairie,SD-PMG,18,NA,NA,29.333333,NA,117.1875,NA,3.437499961,6-A10,SD-PMG_NA,NA,6
MAN-LCI.11.3,7/27/2016,GL Alvar,MAN-LCI,11,3,26.666667,29.666667,403.6458333,195.3125,8.072916767,5.794270898,3-D11,MAN-LCI_11,11,3
MAN-FOX.18.7,7/27/2016,GL Alvar,MAN-FOX,18,7,27.333333,29.666667,182.2916667,104.1666667,3.736979122,3.090277813,7-G15,MAN-FOX_18,18,7
MB-CRN.2.1,7/6/2016,M Alvar,MB-CRN,2,1,27.333333,29.666667,325.5208333,234.375,6.673177001,6.953125078,1-A2,MB-CRN_2,2,1
MAN-KIP.28.5,7/27/2016,GL Alvar,MAN-KIP,28,5,27.666667,29.666667,325.5208333,143.2291667,6.754557372,4.249131993,5-I4,MAN-KIP_28,28,5
MAN-MIS.27.1,7/28/2016,GL Alvar,MAN-MIS,27,1,28,29.666667,234.375,169.2708333,4.921875,5.021701444,1-C4,MAN-MIS_27,27,1
AB-LL.10.8,7/16/2016,Prairie,AB-LL,10,8,29,29.666667,130.2083333,104.1666667,2.832031249,3.090277813,8-F15,AB-LL_10,10,8
AB-LL.12.4,7/16/2016,Prairie,AB-LL,12,4,29.333333,29.666667,143.2291667,143.2291667,3.151041632,4.249131993,4-E11,AB-LL_12,12,4
MI-DRI.13.7,7/26/2016,GL Alvar,MI-DRI,13,7,29.333333,29.666667,208.3333333,104.1666667,4.583333281,3.090277813,7-E6,MI-DRI_13,13,7
AB-LL.10.9,7/16/2016,Prairie,AB-LL,10,9,30.333333,29.666667,182.2916667,130.2083333,4.147135372,3.862847265,9-E14,AB-LL_10,10,9
MI-DRI.2.1,7/29/2016,GL Alvar,MI-DRI,2,1,31,29.666667,195.3125,117.1875,4.541015625,3.476562539,1-C15,MI-DRI_2,2,1
AB-LL.13.3,7/18/2016,Prairie,AB-LL,13,3,24,30,221.3541667,117.1875,3.984375001,3.515625,3-M5,AB-LL_13,13,3
NAP-CE.23.9,7/30/2016,GL Alvar,NAP-CE,23,9,26,30,208.3333333,104.1666667,4.062499999,3.125000001,9-G8,NAP-CE_23,23,9
AB-LL.22.4,7/18/2016,Prairie,AB-LL,22,4,26.666667,30,195.3125,78.125,3.906250049,2.34375,4-M14,AB-LL_22,22,4
MAN-MIS.23.4,7/28/2016,GL Alvar,MAN-MIS,23,4,27.666667,30,221.3541667,182.2916667,4.593099014,5.468750001,4-M10,MAN-MIS_23,23,4
MB-MR.2.3,7/29/2016,M Alvar,MB-MR,2,3,28,30,286.4583333,195.3125,6.015624999,5.859375,3-N5,MB-MR_2,2,3
MI-DRI.2.4,7/29/2016,GL Alvar,MI-DRI,2,4,28.666667,30,182.2916667,156.25,3.91927088,4.6875,4-D16,MI-DRI_2,2,4
NAP-SCH.20.2,7/29/2016,GL Alvar,NAP-SCH,20,2,29,30,182.2916667,91.14583333,3.964843751,2.734375,2-A16,NAP-SCH_20,20,2
NAP-CE.33.6,6/27/2016,GL Alvar,NAP-CE,33,6,29.333333,30,156.25,156.25,3.437499961,4.6875,6-M14,NAP-CE_33,33,6
SD-MUD.15.5,7/30/2016,Prairie,SD-MUD,15,5,29.333333,30,364.5833333,247.3958333,8.020833241,7.421874999,5-A2,SD-MUD_15,15,5
SD-MUD.23.7,7/10/2016,Prairie,SD-MUD,23,7,29.333333,30,247.3958333,104.1666667,5.442708271,3.125000001,7-E8,SD-MUD_23,23,7
WA-BLK.17,7/12/2016,Prairie,WA-BLK,17,NA,29.666667,30,117.1875,52.08333333,2.607421904,1.5625,5-N5,WA-BLK_NA,NA,5
MAN-FOX.2.2,7/27/2016,GL Alvar,MAN-FOX,2,2,31,30,208.3333333,143.2291667,4.843749999,4.296875001,2-C10,MAN-FOX_2,2,2
SD-MUD.19.3,7/30/2016,Prairie,SD-MUD,19,3,31.333333,30,195.3125,117.1875,4.589843701,3.515625,3-A16,SD-MUD_19,19,3
WA-BLK.22,7/12/2016,Prairie,WA-BLK,22,NA,31.333333,30,130.2083333,104.1666667,3.0598958,3.125000001,10-N2,WA-BLK_NA,NA,10
WA-BLK.12,7/12/2016,Prairie,WA-BLK,12,NA,31.666667,30,130.2083333,117.1875,3.092447948,3.515625,12-I13,WA-BLK_NA,NA,12
MAN-LCI.15.3,7/25/2016,GL Alvar,MAN-LCI,15,3,27,30.333333,169.2708333,143.2291667,3.427734374,4.344618009,3-L13,MAN-LCI_15,15,3
MI-DRI.13.5,7/26/2016,GL Alvar,MI-DRI,13,5,27,30.333333,182.2916667,91.14583333,3.691406251,2.764756914,5-F2,MI-DRI_13,13,5
MAN-FOX.2.1,7/27/2016,GL Alvar,MAN-FOX,2,1,28.333333,30.333333,208.3333333,143.2291667,4.427083281,4.344618009,1-J6,MAN-FOX_2,2,1
MAN-MIS.23.5,7/28/2016,GL Alvar,MAN-MIS,23,5,28.666667,30.333333,299.4791667,130.2083333,6.438802159,3.949652733,5-K6,MAN-MIS_23,23,5
MAN-FOX.17.2,7/27/2016,GL Alvar,MAN-FOX,17,2,30,30.333333,273.4375,156.25,6.15234375,4.739583281,2-I2,MAN-FOX_17,17,2
AB-LL.40.6,7/27/2016,Prairie,AB-LL,40,6,NA,30.333333,NA,91.14583333,NA,2.764756914,6-H11,AB-LL_40,40,6
AB-LL.12.8,7/16/2016,Prairie,AB-LL,12,8,25.333333,30.666667,182.2916667,78.125,3.463541622,2.395833359,8-N5,AB-LL_12,12,8
SD-MUD.10.1,7/30/2016,Prairie,SD-MUD,10,1,27.333333,30.666667,247.3958333,182.2916667,5.071614521,5.59027784,1-D2,SD-MUD_10,10,1
MI-DRI.24.5,7/29/2016,GL Alvar,MI-DRI,24,5,30.666667,30.666667,182.2916667,143.2291667,4.19270838,4.39236116,5-L14,MI-DRI_24,24,5
ND-BSP.29.5,6/28/2016,Prairie,ND-BSP,29,5,30.666667,30.666667,182.2916667,117.1875,4.19270838,3.593750039,5-F5,ND-BSP_29,29,5
MI-DRI.13.4,7/26/2016,GL Alvar,MI-DRI,13,4,25,31,247.3958333,104.1666667,4.638671874,3.229166668,4-I5,MI-DRI_13,13,4
MI-DRI.15.9,7/29/2016,GL Alvar,MI-DRI,15,9,27.666667,31,195.3125,104.1666667,4.052734424,3.229166668,9-B14,MI-DRI_15,15,9
MI-DRI.15.7,7/29/2016,GL Alvar,MI-DRI,15,7,30,31,208.3333333,195.3125,4.687499999,6.0546875,7-M11,MI-DRI_15,15,7
SD-MUD.1.1,7/30/2016,Prairie,SD-MUD,1,1,30,31,234.375,221.3541667,5.2734375,6.861979168,1-N6,SD-MUD_1,1,1
WNY-CB.28.4,7/30/2016,GL Alvar,WNY-CB,28,4,30,31,195.3125,130.2083333,4.39453125,4.036458332,4-D8,WNY-CB_28,28,4
MN-PMG.12,7/10/2016,Prairie,MN-PMG,12,NA,27.333333,31.333333,221.3541667,104.1666667,4.537760362,3.263888855,12-D4,MN-PMG_NA,NA,12
WA-BLK.13,7/12/2016,Prairie,WA-BLK,13,NA,27.666667,31.333333,182.2916667,91.14583333,3.78255213,2.855902747,1-D6,WA-BLK_NA,NA,1
WA-BLK.21,7/12/2016,Prairie,WA-BLK,21,NA,29.333333,31.333333,182.2916667,104.1666667,4.010416622,3.263888855,9-A4,WA-BLK_NA,NA,9
MAN-MIS.11.5,7/28/2016,GL Alvar,MAN-MIS,11,5,29.666667,31.333333,312.5,156.25,6.953125078,4.895833281,5-C3,MAN-MIS_11,11,5
WA-BLK.11,7/12/2016,Prairie,WA-BLK,11,NA,33.666667,31.333333,65.10416667,78.125,1.643880225,2.447916641,11-F14,WA-BLK_NA,NA,11
SD-MUD.1.5,7/30/2016,Prairie,SD-MUD,1,5,NA,31.333333,NA,117.1875,NA,3.671874961,5-C13,SD-MUD_1,1,5
MAN-FOX.17.1,7/27/2016,GL Alvar,MAN-FOX,17,1,27.666667,31.666667,286.4583333,91.14583333,5.944010488,2.886284752,1-A10,MAN-FOX_17,17,1
MAN-MIS.23.1,7/28/2016,GL Alvar,MAN-MIS,23,1,29,31.666667,182.2916667,143.2291667,3.964843751,4.535590327,1-K3,MAN-MIS_23,23,1
SD-MUD.19.2,7/30/2016,Prairie,SD-MUD,19,2,29.333333,31.666667,338.5416667,130.2083333,7.447916583,4.123263931,2-K16,SD-MUD_19,19,2
MN-PMG.22,7/10/2016,Prairie,MN-PMG,22,NA,28.666667,32,182.2916667,91.14583333,3.91927088,2.916666667,10-M13,MN-PMG_NA,NA,10
SD-MUD.19.7,7/30/2016,Prairie,SD-MUD,19,7,25.666667,32.333333,234.375,169.2708333,4.511718809,5.47309022,7-C6,SD-MUD_19,19,7
MB-MR.25.3,7/29/2016,M Alvar,MB-MR,25,3,31.666667,32.333333,221.3541667,130.2083333,5.257161514,4.2100694,3-G13,MB-MR_25,25,3
WNY-CB.16.1,7/30/2016,GL Alvar,WNY-CB,16,1,32.333333,32.333333,234.375,130.2083333,5.683593691,4.2100694,1-C7,WNY-CB_16,16,1
MI-DRI.25.2,7/29/2016,GL Alvar,MI-DRI,25,2,29.333333,32.666667,208.3333333,143.2291667,4.583333281,4.678819493,2-E12,MI-DRI_25,25,2
WA-BLK.18,7/12/2016,Prairie,WA-BLK,18,NA,29.666667,32.666667,104.1666667,78.125,2.31770836,2.552083359,6-D2,WA-BLK_NA,NA,6
AB-LL.22.8,7/18/2016,Prairie,AB-LL,22,8,28,33.333333,143.2291667,117.1875,3.007812501,3.906249961,8-G14,AB-LL_22,22,8
AB-LL.22.9,7/18/2016,Prairie,AB-LL,22,9,33,33.333333,117.1875,91.14583333,2.900390625,3.038194414,9-F2,AB-LL_22,22,9
WA-BLK.4,7/12/2016,Prairie,WA-BLK,4,NA,32.666667,34,195.3125,156.25,4.785156299,5.3125,4-E7,WA-BLK_NA,NA,4
MAN-FOX.17.3,7/27/2016,GL Alvar,MAN-FOX,17,3,19.666667,NA,195.3125,NA,2.880859424,NA,3-A13,MAN-FOX_17,17,3
MAN-FOX.3.6,7/27/2016,GL Alvar,MAN-FOX,3,6,22,NA,208.3333333,NA,3.437499999,NA,6-J12,MAN-FOX_3,3,6
MB-MR.21.10,7/6/2016,M Alvar,MB-MR,21,10,23,NA,312.5,NA,5.390625,NA,10-A11,MB-MR_21,21,10
MB-MR.21.7,7/6/2016,M Alvar,MB-MR,21,7,24,NA,338.5416667,NA,6.093750001,NA,7-G6,MB-MR_21,21,7
ND-BSP.29.2,6/28/2016,Prairie,ND-BSP,29,2,24,NA,286.4583333,NA,5.156249999,NA,2-F5,ND-BSP_29,29,2
MAN-KIP.24.4,7/27/2016,GL Alvar,MAN-KIP,24,4,24.666667,NA,221.3541667,NA,4.095052139,NA,4-H6,MAN-KIP_24,24,4
MAN-KIP.15.8,7/27/2016,GL Alvar,MAN-KIP,15,8,25,NA,247.3958333,NA,4.638671874,NA,8-C13,MAN-KIP_15,15,8
MAN-KIP.37.6,7/27/2016,GL Alvar,MAN-KIP,37,6,25,NA,221.3541667,NA,4.150390626,NA,6-M12,MAN-KIP_37,37,6
NAP-SCH.17.7,7/29/2016,GL Alvar,NAP-SCH,17,7,25,NA,195.3125,NA,3.662109375,NA,7-M5,NAP-SCH_17,17,7
CAR-NBA.4.7,7/21/2016,GL Alvar,CAR-NBA,4,7,25.333333,NA,325.5208333,NA,6.184895751,NA,7-J8,CAR-NBA_4,4,7
MB-CRN.21.1,7/28/2016,M Alvar,MB-CRN,21,1,25.666667,NA,169.2708333,NA,3.258463583,NA,1-N4,MB-CRN_21,21,1
CAR-NBA.3.6,7/21/2016,GL Alvar,CAR-NBA,3,6,26,NA,247.3958333,NA,4.824218749,NA,6-M7,CAR-NBA_3,3,6
CAR-NBA.7.12,7/21/2016,GL Alvar,CAR-NBA,7,12,26,NA,299.4791667,NA,5.839843751,NA,12-G16,CAR-NBA_7,7,12
MAN-FOX.29.4,7/27/2016,GL Alvar,MAN-FOX,29,4,26.333333,NA,208.3333333,NA,4.114583281,NA,4-E13,MAN-FOX_29,29,4
MAN-KIP.37.2,7/27/2016,GL Alvar,MAN-KIP,37,2,26.333333,NA,351.5625,NA,6.943359287,NA,2-G5,MAN-KIP_37,37,2
MAN-LCI.15.1,7/25/2016,GL Alvar,MAN-LCI,15,1,26.333333,NA,130.2083333,NA,2.57161455,NA,1-H2,MAN-LCI_15,15,1
MB-CRN.2.6,7/6/2016,M Alvar,MB-CRN,2,6,26.333333,NA,195.3125,NA,3.857421826,NA,6-M2,MB-CRN_2,2,6
CAR-PSR.12.6,7/22/2016,GL Alvar,CAR-PSR,12,6,26.666667,NA,312.5,NA,6.250000078,NA,6-E13,CAR-PSR_12,12,6
CAR-PSR.20.6,7/27/2016,GL Alvar,CAR-PSR,20,6,26.666667,NA,234.375,NA,4.687500059,NA,6-I12,CAR-PSR_20,20,6
CAR-PSR.6.4,7/1/2016,GL Alvar,CAR-PSR,6,4,26.666667,NA,286.4583333,NA,5.729166738,NA,4-N15,CAR-PSR_6,6,4
CAR-NBA.21.9,7/20/2016,GL Alvar,CAR-NBA,21,9,27,NA,156.25,130.2083333,3.1640625,NA,9-H4,CAR-NBA_21,21,9
MAN-KIP.15.4,7/27/2016,GL Alvar,MAN-KIP,15,4,27,NA,338.5416667,NA,6.855468751,NA,4-A4,MAN-KIP_15,15,4
MI-DRI.5.12,6/28/2016,GL Alvar,MI-DRI,5,12,27,NA,247.3958333,NA,5.009765624,NA,12-C16,MI-DRI_5,5,12
NAP-SCH.17.5,7/29/2016,GL Alvar,NAP-SCH,17,5,27,NA,390.625,NA,7.91015625,NA,5-J11,NAP-SCH_17,17,5
ND-BSP.25.2,7/1/2016,Prairie,ND-BSP,25,2,27,NA,169.2708333,NA,3.427734374,NA,2-K13,ND-BSP_25,25,2
SD-MUD.23.11,7/10/2016,Prairie,SD-MUD,23,11,27,NA,234.375,NA,4.74609375,NA,11-C7,SD-MUD_23,23,11
CAR-NBA.12.7,7/20/2016,GL Alvar,CAR-NBA,12,7,27.333333,NA,195.3125,NA,4.003906201,NA,7-G2,CAR-NBA_12,12,7
CAR-PSR.7.1,7/27/2016,GL Alvar,CAR-PSR,7,1,27.333333,NA,247.3958333,104.1666667,5.071614521,NA,1-H16,CAR-PSR_7,7,1
MB-CRN.27.7,7/28/2016,M Alvar,MB-CRN,27,7,27.333333,NA,247.3958333,221.3541667,5.071614521,NA,7-H13,MB-CRN_27,27,7
SD-PMG.13,7/10/2016,Prairie,SD-PMG,13,NA,27.333333,NA,247.3958333,NA,5.071614521,NA,1-E2,SD-PMG_NA,NA,1
WNY-CB.2.4,7/5/2016,GL Alvar,WNY-CB,2,4,27.666667,NA,325.5208333,NA,6.754557372,NA,4-M12,WNY-CB_2,2,4
MAN-FOX.18.1,7/27/2016,GL Alvar,MAN-FOX,18,1,28,NA,104.1666667,NA,2.187500001,NA,1-E4,MAN-FOX_18,18,1
MAN-FOX.18.6,7/27/2016,GL Alvar,MAN-FOX,18,6,28,NA,286.4583333,169.2708333,6.015624999,NA,6-F10,MAN-FOX_18,18,6
MI-DRI.13.3,7/25/2016,GL Alvar,MI-DRI,13,3,28,NA,195.3125,NA,4.1015625,NA,3-H14,MI-DRI_13,13,3
SD-PMG.23,7/10/2016,Prairie,SD-PMG,23,NA,28,NA,143.2291667,NA,3.007812501,NA,11-G14,SD-PMG_NA,NA,11
MAN-KIP.15.5,7/27/2016,GL Alvar,MAN-KIP,15,5,28.333333,NA,247.3958333,NA,5.257161396,NA,5-L11,MAN-KIP_15,15,5
ND-BSP.25.9,7/1/2016,Prairie,ND-BSP,25,9,28.333333,NA,208.3333333,NA,4.427083281,NA,9-D6,ND-BSP_25,25,9
WNY-CB.2.11,7/5/2016,GL Alvar,WNY-CB,2,11,28.333333,NA,260.4166667,NA,5.533854102,NA,11-M14,WNY-CB_2,2,11
WNY-CB.28.5,7/30/2016,GL Alvar,WNY-CB,28,5,28.333333,NA,299.4791667,NA,6.363932218,NA,5-C8,WNY-CB_28,28,5
MAN-FOX.17.6,7/27/2016,GL Alvar,MAN-FOX,17,6,28.666667,NA,390.625,NA,8.398437598,NA,6-A11,MAN-FOX_17,17,6
MAN-FOX.18.2,7/27/2016,GL Alvar,MAN-FOX,18,2,28.666667,NA,182.2916667,NA,3.91927088,NA,2-H6,MAN-FOX_18,18,2
MI-DRI.25.6,7/29/2016,GL Alvar,MI-DRI,25,6,28.666667,NA,182.2916667,NA,3.91927088,NA,6-K15,MI-DRI_25,25,6
MI-DRI.5.9,6/28/2016,GL Alvar,MI-DRI,5,9,28.666667,NA,169.2708333,NA,3.639322958,NA,9-C6,MI-DRI_5,5,9
MAN-KIP.16.2,7/27/2016,GL Alvar,MAN-KIP,16,2,29,NA,221.3541667,NA,4.814453126,NA,2-D16,MAN-KIP_16,16,2
MI-DRI.5.11,6/28/2016,GL Alvar,MI-DRI,5,11,29,NA,195.3125,NA,4.248046875,NA,11-B10,MI-DRI_5,5,11
CAR-PSR.7.3,7/27/2016,GL Alvar,CAR-PSR,7,3,29.333333,NA,208.3333333,NA,4.583333281,NA,3-G5,CAR-PSR_7,7,3
MB-MR.21.1,7/6/2016,M Alvar,MB-MR,21,1,29.333333,NA,130.2083333,NA,2.8645833,NA,1-D12,MB-MR_21,21,1
MB-MR.38.2,7/6/2016,M Alvar,MB-MR,38,2,29.333333,NA,260.4166667,NA,5.729166602,NA,2-C12,MB-MR_38,38,2
SD-MUD.15.7,7/30/2016,Prairie,SD-MUD,15,7,30.666667,NA,169.2708333,NA,3.893229208,NA,7-J13,SD-MUD_15,15,7
SD-MUD.1.2,7/30/2016,Prairie,SD-MUD,1,2,31.666667,NA,195.3125,143.2291667,4.638671924,NA,2-J16,SD-MUD_1,1,2
AB-LL.26.1,7/27/2016,Prairie,AB-LL,26,1,32.333333,NA,117.1875,NA,2.841796846,NA,1-H7,AB-LL_26,26,1
NAP-CE.29.2,7/30/2016,GL Alvar,NAP-CE,29,2,33,NA,221.3541667,NA,5.478515626,NA,2-A15,NAP-CE_29,29,2
CAR-PSR.7.6,7/27/2016,GL Alvar,CAR-PSR,7,6,33.666667,NA,234.375,NA,5.917968809,NA,6-D6,CAR-PSR_7,7,6
AB-LL.26.2,7/27/2016,Prairie,AB-LL,26,2,NA,NA,NA,NA,NA,NA,2-A5,AB-LL_26,26,2
AB-LL.26.3,7/27/2016,Prairie,AB-LL,26,3,NA,NA,NA,NA,NA,NA,3-I12,AB-LL_26,26,3
AB-LL.26.4,7/27/2016,Prairie,AB-LL,26,4,NA,NA,NA,NA,NA,NA,4-J5,AB-LL_26,26,4
AB-LL.26.6,7/27/2016,Prairie,AB-LL,26,6,NA,NA,NA,NA,NA,NA,6-I13,AB-LL_26,26,6
AB-LL.40.1,7/27/2016,Prairie,AB-LL,40,1,NA,NA,NA,NA,NA,NA,1-J2,AB-LL_40,40,1
AB-LL.40.2,7/27/2016,Prairie,AB-LL,40,2,NA,NA,NA,NA,NA,NA,2-N16,AB-LL_40,40,2
AB-LL.40.3,7/27/2016,Prairie,AB-LL,40,3,NA,NA,NA,NA,NA,NA,3-G7,AB-LL_40,40,3
AB-LL.40.4,7/27/2016,Prairie,AB-LL,40,4,NA,NA,NA,NA,NA,NA,4-G6,AB-LL_40,40,4
AB-LL.40.5,7/27/2016,Prairie,AB-LL,40,5,NA,NA,NA,NA,NA,NA,5-B10,AB-LL_40,40,5
CAR-NBA.21.2,7/20/2016,GL Alvar,CAR-NBA,21,2,NA,NA,NA,NA,NA,NA,2-C13,CAR-NBA_21,21,2
CAR-NBA.21.3,7/20/2016,GL Alvar,CAR-NBA,21,3,NA,NA,NA,NA,NA,NA,3-N8,CAR-NBA_21,21,3
CAR-NBA.21.5,7/20/2016,GL Alvar,CAR-NBA,21,5,NA,NA,NA,NA,NA,NA,5-G3,CAR-NBA_21,21,5
CAR-PSR.20.2,7/27/2016,GL Alvar,CAR-PSR,20,2,NA,NA,NA,NA,NA,NA,2-L11,CAR-PSR_20,20,2
CAR-PSR.20.3,7/27/2016,GL Alvar,CAR-PSR,20,3,NA,NA,NA,NA,NA,NA,3-J16,CAR-PSR_20,20,3
CAR-PSR.20.4,7/27/2016,GL Alvar,CAR-PSR,20,4,NA,NA,NA,NA,NA,NA,4-G15,CAR-PSR_20,20,4
CAR-PSR.20.5,7/27/2016,GL Alvar,CAR-PSR,20,5,NA,NA,NA,NA,NA,NA,5-G14,CAR-PSR_20,20,5
CAR-PSR.20.7,7/27/2016,GL Alvar,CAR-PSR,20,7,NA,NA,NA,NA,NA,NA,7-J14,CAR-PSR_20,20,7
CAR-PSR.23.1,7/27/2016,GL Alvar,CAR-PSR,23,1,NA,NA,NA,NA,NA,NA,1-B5,CAR-PSR_23,23,1
CAR-PSR.23.4,7/27/2016,GL Alvar,CAR-PSR,23,4,NA,NA,NA,NA,NA,NA,4-M11,CAR-PSR_23,23,4
CAR-PSR.23.5,7/27/2016,GL Alvar,CAR-PSR,23,5,NA,NA,NA,NA,NA,NA,5-D11,CAR-PSR_23,23,5
CAR-PSR.23.7,7/27/2016,GL Alvar,CAR-PSR,23,7,NA,NA,NA,NA,NA,NA,7-L2,CAR-PSR_23,23,7
MAN-FOX.2.6,7/26/2016,GL Alvar,MAN-FOX,2,6,NA,NA,NA,NA,NA,NA,6-H10,MAN-FOX_2,2,6
MAN-FOX.22.2,7/27/2016,GL Alvar,MAN-FOX,22,2,NA,NA,NA,NA,NA,NA,2-M5,MAN-FOX_22,22,2
MAN-FOX.22.3,7/27/2016,GL Alvar,MAN-FOX,22,3,NA,NA,NA,NA,NA,NA,3-J11,MAN-FOX_22,22,3
MAN-FOX.22.4,7/27/2016,GL Alvar,MAN-FOX,22,4,NA,NA,NA,NA,NA,NA,4-E5,MAN-FOX_22,22,4
MAN-FOX.22.6,7/27/2016,GL Alvar,MAN-FOX,22,6,NA,NA,NA,NA,NA,NA,6-A12,MAN-FOX_22,22,6
MAN-FOX.22.7,7/27/2016,GL Alvar,MAN-FOX,22,7,NA,NA,NA,NA,NA,NA,7-I3,MAN-FOX_22,22,7
MAN-FOX.22.8,7/27/2016,GL Alvar,MAN-FOX,22,8,NA,NA,NA,NA,NA,NA,8-M12,MAN-FOX_22,22,8
MAN-FOX.29.7,7/27/2016,GL Alvar,MAN-FOX,29,7,NA,NA,NA,NA,NA,NA,7-K4,MAN-FOX_29,29,7
MAN-KIP.11.4,7/27/2016,GL Alvar,MAN-KIP,11,4,NA,NA,NA,NA,NA,NA,4-L4,MAN-KIP_11,11,4
MAN-LCI.15.2,7/25/2016,GL Alvar,MAN-LCI,15,2,NA,NA,NA,NA,NA,NA,2-I4,MAN-LCI_15,15,2
MB-CRN.21.7,7/28/2016,M Alvar,MB-CRN,21,7,NA,NA,NA,NA,NA,NA,7-B2,MB-CRN_21,21,7
MB-MR.19.2,7/28/2016,M Alvar,MB-MR,19,2,NA,NA,NA,NA,NA,NA,2-D6,MB-MR_19,19,2
MI-DRI.13.10,7/25/2016,GL Alvar,MI-DRI,13,10,NA,NA,NA,NA,NA,NA,10-M5,MI-DRI_13,13,10
MI-DRI.2.7,7/29/2016,GL Alvar,MI-DRI,2,7,NA,NA,NA,NA,NA,NA,7-N15,MI-DRI_2,2,7
MI-DRI.5.6,6/28/2016,GL Alvar,MI-DRI,5,6,NA,NA,NA,NA,NA,NA,6-B7,MI-DRI_5,5,6
NAP-CE.19.7,7/29/2016,GL Alvar,NAP-CE,19,NA,NA,NA,NA,NA,NA,NA,7-I15,NAP-CE_19,19,7
NAP-CE.23.7,7/29/2016,GL Alvar,NAP-CE,23,7,NA,NA,NA,NA,NA,NA,7-B7,NAP-CE_23,23,7
NAP-CE.24.11,7/29/2016,GL Alvar,NAP-CE,24,11,NA,NA,NA,NA,NA,NA,11-J3,NAP-CE_24,24,11
NAP-SCH.11.8,8/1/2016,GL Alvar,NAP-SCH,11,8,NA,NA,NA,NA,NA,NA,8-I2,NAP-SCH_11,11,8
NAP-SCH.23.2,7/29/2016,GL Alvar,NAP-SCH,23,2,NA,NA,NA,NA,NA,NA,2-J12,NAP-SCH_23,23,2
ND-BSP.29.6,6/28/2016,Prairie,ND-BSP,29,6,NA,NA,NA,NA,NA,NA,6-K7,ND-BSP_29,29,6
ND-BSP.33.9,7/30/2016,Prairie,ND-BSP,33,9,NA,NA,NA,NA,NA,NA,9-K3,ND-BSP_33,33,9
WNY-CB.16.3,7/30/2016,GL Alvar,WNY-CB,16,3,NA,NA,NA,NA,NA,NA,3-E5,WNY-CB_16,16,3
WNY-CB.2.3,7/5/2016,GL Alvar,WNY-CB,2,3,NA,NA,NA,NA,NA,NA,3-H12,WNY-CB_2,2,3
WNY-CB.23.7,7/30/2016,GL Alvar,WNY-CB,23,7,NA,NA,NA,NA,NA,NA,7-B4,WNY-CB_23,23,7
